key	parent_key	code	titulo
100		A	Raw Materials, Chemicals, Paper, Fuel
101		B	Herramientas y equipos industriales
102		C	Suministros y componentes
103		D	Suministros y equipos de construcción, edificaciones y transportes
104		E	Productos farmacéuticos, y suministros y equipos de ensayo, de laboratorio y médicos
105		F	Suministros y equipos de servicios, limpieza y comida
106		G	Suministros y equipos tecnológicos, de comunicaciones y de negocios
107		H	Suministros y equipos de defensa y seguridad
108		I	Suministros y equipos de consumo, domésticos y personales
109		J	Servicios
100001	100	10000000	Material
100002	100001	10100000	Animales vivos
100003	100002	10101500	Ganado vacuno
100004	100003	10101501	Cats
100005	100003	10101502	Dogs
100008	100003	10101506	Horses
100009	100003	10101507	Sheep
100010	100003	10101508	Goats
100011	100003	10101509	Asses
100013	100003	10101511	Swine
100014	100003	10101512	Rabbits
100015	100003	10101513	Guinea pigs
100018	100003	10101516	Cattle
100019	100002	10101600	Pájaros y aves de corral
100020	100019	10101601	Live chickens
100021	100019	10101602	Live ducks
100022	100019	10101603	Live turkeys
100023	100019	10101604	Live geese
100024	100019	10101605	Live pheasants
100025	100002	10101700	Peces
100026	100025	10101701	Live salmon
100029	100002	10101800	Marisco e invertebrados acuáticos
100030	100029	10101801	Live shrimp
100038	100002	10101900	Insectos
100041	100038	10101903	Bees
100042	100038	10101904	Silkworms
100043	100001	10120000	Pienso para animales
100044	100043	10121500	Livestock feed
100045	100044	10121501	Pure wheat bran
100050	100043	10121600	Bird and fowl food
100051	100050	10121601	Live food for birds
100053	100043	10121700	Alimento para peces
100054	100053	10121701	Fresh or frozen brine
100057	100043	10121800	Dog and cat food
100058	100057	10121801	Dry food for dogs
100066	117163	10131600	Animal containment
100067	117163	10131500	Animal shelters
100068	100066	10131601	Cages or its accessories
100069	107461	10131701	Terrariums
100071	100066	10131602	Kennels
100073	100001	10140000	Artículos de talabartería y arreos
100074	100073	10141500	Saddlery
100075	100074	10141501	Saddles
100084	100001	10150000	Semillas
100085	100084	10151500	Semillas y plántulas vegetales
100086	184322	10152301	Semillas o plántulas de judía
100087	184323	10152404	Semillas o plántulas de zanahoria
100088	100085	10151503	Semillas o plántulas de apio
100089	100085	10151504	Semillas o plántulas de chile
100090	100085	10151505	Semillas o plántulas de calabacín
100091	100085	10151506	Semillas o plántulas de guisante
100092	100085	10151507	Semillas o plántulas de pepino
100093	100085	10151508	Semillas o plántulas de berenjena
100094	100085	10151509	Semillas o plántulas de endibia
100095	100085	10151510	Semillas o plántulas de ajo
100096	100085	10151511	Semillas o plántulas de puerro
100097	100085	10151512	Semillas o plántulas de lechuga
100098	100085	10151513	Semillas o plántulas de maíz
100099	100085	10151514	Semillas o plántulas de melón
100100	100085	10151515	Semillas o plántulas de cebolla
100101	184322	10152302	Semillas o plántulas de soja
100102	100085	10151517	Semillas o plántulas de espinaca
100103	100085	10151518	Semillas o plántulas de tomate
100104	184323	10152402	Semillas o plántulas de nabo
100105	100085	10151520	Semillas o plántulas de acelga
100106	100084	10151600	Semillas de cereales
100107	100106	10151601	Semillas de trigo
100108	100106	10151602	Semillas de colza
100109	100106	10151603	Semillas de cebada
100110	100106	10151604	Semillas de mijo
100111	100106	10151605	Semillas de avena
100112	100106	10151606	Semillas de sésamo
100113	100106	10151607	Semillas de lino
100114	100106	10151608	Semillas de aceite de ricino
100115	100106	10151609	Semillas de maíz
100116	100106	10151610	Semillas de centeno
100117	100106	10151611	Semillas de sorgo
100118	100084	10151700	Semillas y plántulas de hierba y forraje
100119	100106	10151614	Semillas o plántulas de arroz
100123	100084	10151800	Semillas y plántulas de especias
100134	100084	10151900	Semillas
100138	100084	10152000	Semillas y esquejes de árboles y arbustos
100139	100138	10152001	Fruit tree seeds or cuttings
100141	100138	10152003	Nut tree seeds or cuttings
100142	100001	10160000	Productos de floricultura y silvicultura
100143	100142	10161500	Árboles y arbustos
100168	100001	10170000	Abonos
100169	100168	10171500	Abonos orgánicos y nutrientes para plantas
100170	100169	10171501	Manure or guano
100171	100169	10171502	Plant hormones
100173	100168	10171600	Abonos químicos y nutrientes para plantas
100174	100173	10171601	Ammonium nitrate fertilizer
100175	100173	10171602	Potassic fertilizer
100176	100173	10171603	Phosphatic fertilizer
100177	100173	10171604	Sulphuric fertilizer
100178	100173	10171605	Nitrogen Phosphorous Potassium Mixtures NPK
100179	100001	10190000	Productos para el control de plagas y malas hierbas
100180	100179	10191500	Pesticidas o repelentes de plagas
100181	100180	10191509	Insecticidas
100183	100180	10191506	Roedoricidas
100188	100179	10191700	Dispositivos para control de plagas
100189	100	11000000	Materiales de Minerales y Tejidos y de Plantas y Animales no Comestibles
100190	100189	11100000	Minerales
100191	100190	11101500	Minerales
100192	100191	11101501	Mica
100197	100191	11101506	Chalk
100212	100190	11101600	Minerales metálicos
100231	100190	11101700	Metales de Base
100247	100190	11101800	Metales preciosos
100251	100189	11110000	Tierra y piedra
100252	100251	11111500	Barro y Tierra
100253	100252	11111501	Soil
100256	100251	11111600	Piedra
100257	100256	11111601	Gypsum
100258	100256	11111602	Travertine
100259	100256	11111603	Ecaussine or alabaster
100260	100256	11111604	Granite
100261	100256	11111605	Marble
100262	100256	11111606	Slate
100263	100256	11111607	Sandstone
100264	100256	11111608	Limestone
100265	100251	11111700	Arena
100266	100265	11111701	Arena silícea
100267	100251	11111800	Arcillas
100268	100267	11111801	Terra cotta
100269	100267	11111802	Fireclay
100270	100267	11111803	Kaolin or other kaolinic clays
100271	100267	11111804	Bentonite
100272	100267	11111805	Andalusite
100273	100267	11111806	Mullite
100274	100267	11111807	Chamotte
100275	100267	11111808	Common clay
100276	100267	11111809	Ball clay
100277	100267	11111810	Fullers earth
100278	100189	11120000	Productos no comestibles de planta y silvicultura
100279	100278	11121500	Savia
100281	100279	11121502	Rosin
100282	100278	11121600	Madera
100283	100282	11121603	Troncos
100284	100282	11121604	Madera de coníferas
100285	100282	11121605	Junco de Indias
100286	100282	11121606	Corcho
100287	100282	11121607	Pulpa de madera
100288	100282	11121608	Bambú
100289	100278	11121700	Productos secundarios de la explotación forestal
100298	100278	11121800	Fibras de plantas
100307	100189	11130000	Productos animales no comestibles
100308	100307	11131500	Cuero
100309	100308	11131501	Feathers
100316	100307	11131600	Otros productos de animales
100318	100316	11131602	Semen
100323	100316	11131607	Embryos
100324	100189	11140000	Chatarra y materiales de desecho
100329	100324	11141600	Desechos no metálicos y chatarra
100338	100324	11141700	Desperdicios o restos de alimentos y tabaco
100341	100189	11150000	Fibra
100342	100341	11151500	Fibras
100353	100341	11151600	Hebras
100363	100341	11151700	Hilos
100370	100189	11160000	Tejidos y materiales de cuero
100371	100370	11161500	Tejidos de seda
100376	100370	11161600	Tejidos de lana
100380	100370	11161700	Tejidos de algodón
100386	100370	11161800	Tejidos sintéticos
100398	100370	11162000	Tejidos de materiales vegetales no de algodón
100401	100370	11162100	Tejidos o telas especiales
100402	100401	11162101	Tela o tejido de estopilla
100403	100401	11162102	Tejido o tela de bízmale mida
100405	100401	11162104	Tejido o tela de grafito
100406	100401	11162105	Tejido o tela de vidrio
100408	100401	11162107	Tejido o tela impregnado de resina
100409	100401	11162108	Tejido o tela de malla metálica
100410	100401	11162109	Encaje
100411	100401	11162110	Tul
100412	100401	11162111	Malla
100413	100401	11162112	Tejidos revestidos
100414	100401	11162113	Tejidos para tapicerías
100415	100	12000000	Productos químicos incluyendo los bio-químicos y gases industriales
100514	110290	12141800	Metales álcalis
100588	110619	12142201	Solventes deuteratados
100589	110619	12142202	Agua pesada
100590	110619	12142203	Fuentes alfa
100591	110619	12142204	Fuentes beta
100592	110619	12142205	Fuentes de cobalto
100593	110619	12142206	Fuentes de gama
100595	110619	12142207	Fuentes de radioisótopos
100596	110619	12142208	Fuentes de calibración
100621	100415	12130000	Materiales explosivos
100622	100621	12131500	Explosivos
100623	100622	12131501	Dinamita
100624	100622	12131502	Cartuchos explosivos
100625	100622	12131503	Explosivos propulsores
100626	100622	12131504	Cargas explosivas
100627	100622	12131505	Explosivos plásticos
100628	100622	12131506	Explosivos aluminados
100629	100622	12131507	Explosivos de nitrato de amonio
100630	100622	12131508	Explosivos en polvo de nitroglicerina
100631	100621	12131600	Pirotecnia
100637	100621	12131700	Encendedores
100639	100637	12131702	Detonadores
100640	100637	12131703	Fusibles para explosivos
100641	100637	12131704	Explosive initiators
100642	100637	12131705	Explosive primers
100643	100621	12131800	Propulsores
100650	100	13000000	Resina y Colofonia y Caucho y Espuma y Película y Materiales Elastoméricos
100651	100650	13100000	Caucho y elastómeros
100652	100651	13101500	Caucho natural
100657	100651	13101600	Caucho procesado y sintético
100664	100651	13101700	Elastómeros
100690	100651	13101900	Plásticos termo estables
100697	100651	13102000	Plásticos termoplásticos
100729	117189	13111000	Resinas
100747	117188	13111202	Películas de poliuretano
100748	100	14000000	Materiales y Productos de Papel
100749	100748	14100000	Materiales de papel
100750	100749	14101500	Raw materials
100751	100750	14101501	Paper pulp
100752	100748	14120000	Papel para uso industrial
100754	100752	14121500	Cartón y papel para embalaje
100755	107497	14121901	Standard newsprint
100756	107492	14121807	Butcher papers
100757	100748	14110000	Productos de papel
100758	100757	14111500	Papel de imprenta y papel de escribir
100759	100758	14111501	Onion skin paper
100760	100758	14111502	Papel vitela
100761	100758	14111503	Papel pergamino
100762	100758	14111504	Papel para alimentar el tractor
100763	100758	14111505	Mimeograph paper
100764	100758	14111506	Computer printout paper
100765	100758	14111507	Papel para fotocopiadora o impresora
100766	100758	14111508	Facsimile paper
100767	100758	14111509	Artículos de papelería
100768	100758	14111510	Plotter paper
100769	100758	14111511	Papel de escribir
100770	100758	14111512	Papel cuadriculado
100771	100758	14111513	Papel de cuentas
100772	100758	14111514	Bloques para mensajes
100773	100758	14111515	Papel para calculadoras o cajas registradoras
100774	100758	14111516	Papel de recambio para cuadernos
100775	133347	14111806	Business forms or questionnaires
100776	100757	14111600	Papel fantasía
100777	100776	14111601	Gift wrapping paper or bags or boxes
100780	100776	14111604	Business cards
100781	100776	14111605	Greeting or note or post cards
100782	100757	14111700	Productos de papel para uso personal
100783	100782	14111701	Papel facial
100784	100782	14111702	Cubiertas para asientos de inodoro
100785	100782	14111703	Toallas de papel
100786	100782	14111704	Papel higiénico
100787	100	15000000	Combustibles
100788	100787	15100000	Combustibles
100789	100788	15101500	Petróleo y Destilados
100790	100788	15101700	Gasoil
100791	100789	15101502	Queroseno
100792	100789	15101503	Nafta
100793	100789	15101504	Combustible de aviación
100794	100789	15101505	Diesel
100795	100789	15101506	Gasolina
100796	100789	15101507	Benceno
100797	100789	15101508	Petróleo crudo
100798	100789	15101509	Combustible para barcos
100799	100788	15101600	Combustibles sólidos o gelificados
100803	100787	15110000	Combustibles gaseosos y aditivos
100804	100803	15111500	Combustibles gaseosos
100805	100804	15111501	Propano
100806	100804	15111502	Metano
100807	100804	15111503	Propileno
100808	100804	15111504	Etileno
100809	100804	15111505	Butano
100814	100787	15120000	Lubricantes
100815	100814	15121500	Preparados lubricantes
100816	100815	15121501	Engine oil
100819	100815	15121504	Hydraulic oil
100823	100815	15121508	Transmission oil
100825	110513	12181500	Ceras
100831	100814	15121800	Anticorrosivos
100836	100787	15130000	Combustible para reactores nucleares
100837	100836	15131500	Combustible nuclear
100838	107504	15131601	Inyector unitario de alimentación nuclear
100839	100837	15131502	Uranio empobrecido
100840	100837	15131503	Uranio enriquecido
100841	100837	15131504	Iridio
100842	100837	15131505	Plutonio enriquecido
100843	100837	15131506	Plutonio empobrecido
100844	101	20000000	Maquinaria de minería y perforación de pozos y accesorios
100845	100844	20100000	Maquinaria y equipo de minería y explotación de canteras
100846	100845	20101500	Equipo de corte
100847	100846	20101501	Continuous mining equipment
100848	100846	20101502	Longwall shears
100851	100845	20101600	Cribas y equipos de alimentación
100854	100845	20101700	Trituradoras
100863	100854	20101709	Ball mills
100867	100844	20110000	Equipo de perforación y explotación de pozos
100868	100867	20111500	Equipo de prospección y perforación
100872	100868	20111504	Equipo de perforación de pozos de agua
100873	100868	20111505	Equipo de prospección de uranio
100877	100867	20111600	Maquinaria de perforación y explotación
100882	100845	20102100	Barrenas de rocas
100896	100867	20111700	Accesorios de perforación y explotación
100901	101	21000000	Maquinaria y Accesorios para Agricultura
100902	100901	21100000	Maquinaria y equipo para agricultura
100903	100902	21101500	Maquinaria agrícola para preparación del suelo
100904	100903	21101501	Ploughs
100905	100903	21101502	Harrows
100906	100903	21101503	Cultivators
100907	100903	21101504	Weeders
100908	100903	21101505	Hoeing machines
100909	100903	21101506	Graders or land levelers
100910	100903	21101507	Agricultural rollers
100911	100903	21101508	Rollers for lawn or sports grounds
100912	100903	21101509	Trencher drainage machine
100914	184366	21102501	Irrigation trickles
100915	184366	21102502	Irrigation overheads
100918	100902	21101600	Maquinaria agrícola para siembra y semillación
100919	100918	21101601	Planters
100925	100902	21101700	Maquinaria agrícola para cosechar
100926	100925	21101701	Mowers
100928	100925	21101703	Harvesters
100930	100925	21101705	Threshing machines
100931	100902	21101800	Aparatos esparcidores o aspersores para agricultura
100932	100931	21101801	Aspersores
100933	100931	21101802	Dusters
100934	100931	21101803	Aspersores de agua
100935	100931	21101804	Difusores o distribuidores de abono
100936	100931	21101805	Generadores de niebla o neblina
100937	100931	21101806	Compostadores
100938	100931	21101807	Equipo y suministros para polinización
100939	100931	21101808	Equipo para protección contra escarcha
100940	100902	21101900	Equipo para aves de corral y ganado
100941	100940	21101901	Milking machines
100943	100940	21101903	Incubators or brooders for poultry
100945	100940	21101905	Livestock identification equipment
100946	100940	21101906	Egg inspection or collecting equipment
100949	100902	21102000	Maquinaria agrícola para limpieza
100950	100949	21102001	Cleaning machines for seed or grain or dried leguminous vegetables
100951	100949	21102002	Sorting machines for seed or grain or dried leguminous vegetables
100956	100902	21102100	Maquinaria y equipo para transformación agrícola
100958	100902	21102200	Maquinaria y equipo para silvicultura
100966	100902	21102300	Equipo para invernadero
100971	100902	21102400	Equipo para insectos
100972	100971	21102401	Beekeeping equipment
100976	100901	21110000	Equipo de pesca y acuicultura
100977	100976	21111500	Equipo de pesca comercial
100978	100977	21111501	Commercial fish hooks
100981	100977	21111504	Commercial fishing nets
100985	100976	21111600	Equipo para acuicultura
100988	103	22000000	Maquinaria y Accesorios para Construcción y Edificación
100989	100988	22100000	Maquinaria y equipo pesado de construcción
100990	100989	22101500	Maquinaria para trabajo de desmonte
100991	100990	22101501	Cargadoras de entrada
100992	100990	22101502	Niveladoras
100994	100990	22101504	Martinetes
100995	100990	22101505	Apisonadoras
100997	100990	22101507	Apisonadoras
100998	100990	22101508	Máquinas abrezanjas
100999	100990	22101509	Retroexcavadoras
101001	100990	22101511	Apisonadoras
101003	100990	22101513	Excavadoras de cuchara de arrastre
101004	100990	22101514	Dragas
101006	100990	22101516	Excavadoras para fosos
101008	100989	22101600	Equipo de pavimentación
101015	100989	22101700	Componentes de equipo pesado
101020	101	23000000	Maquinaria y Accesorios de Fabricación y Transformación Industrial
101021	101020	23100000	Maquinaria para la transformación de materias primas
101022	101021	23101500	Maquinaria para trabajar madera
101023	101022	23101501	Coping machines
101035	101022	23101513	Milling machines
101038	101020	23110000	Maquinaria para transformación de petróleo
101054	101020	23120000	Maquinaria y accesorios de textiles y tejidos
101055	101054	23121500	Maquinaria y accesorios para transformados textiles
101056	101055	23121501	Embroidery making machines
101066	101054	23121600	Maquinaria
101080	101066	23121614	Sewing machines
101082	101020	23130000	Maquinaria y equipos lapidarios
101083	101082	23131500	Equipo y suministros de trituración
101084	101083	23131501	Abrasive compounds
101086	101083	23131503	Grinding wheels
101096	101082	23131600	Equipo y accesorios de facetaje
101101	101082	23131700	Equipo del cabbing
101106	101020	23140000	Maquinaria de reparación y accesorios para trabajar cuero
101109	101106	23141600	Maquinaria y accesorios para el preparado del cuero
101110	101109	23141601	Leather fleshing machines
101115	101106	23141700	Maquinaria y accesorios para trabajar y reparar cuero
101120	101020	23150000	Maquinaria
101121	101120	23151500	Maquinaria
101131	101120	23151600	Maquinaria
101140	101120	23151700	Maquinaria
101146	101120	23151800	Maquinaria
101162	101120	23151900	Paper making and paper processing machinery and equipment and supplies
101169	101020	23160000	Máquinas
101170	101169	23161500	Máquinas y equipo de fundición
101171	101170	23161501	Foundry blowers
101186	101169	23161600	Suministros de fundición
101208	144683	23271812	Welding rod
101238	101020	23180000	Equipo industrial para alimentos y bebidas
101239	101238	23181500	Maquinaria para la elaboración de alimentos
101240	101239	23181501	Filling machinery
101241	101239	23181502	Milling machinery
101246	101239	23181507	Crushing machinery
101249	101238	23181600	Maquinaria para corte de alimentos
101250	101249	23181601	Dicing machinery
101256	101238	23181700	Maquinaria para cocinar o ahumar alimentos
101261	101238	23181800	Maquinaria industrial para elaboración de bebidas
101264	101	24000000	Maquinaria
101265	101264	24100000	Maquinaria y equipo para manejo de materiales
101266	101265	24101500	Camiones industriales
101267	101266	24101501	Carretillas
101268	101266	24101502	Vehículos de transporte a granel
101269	101266	24101503	Carretillas
101270	101266	24101504	Carretones de mano
101271	101266	24101505	Carretilla hidráulica
101272	101266	24101506	Carretillas de mano
101273	101266	24101507	Carretillas
101274	101265	24101600	Equipo de elevación y accesorios
101275	101274	24101601	Ascensores
101276	101274	24101602	Montacargas
101277	101274	24101603	Horquillas elevadoras
101278	101274	24101604	Elevadores
101279	101274	24101605	Equipo de carga
101280	101274	24101606	Apiladoras
101282	101274	24101608	Guinches
101283	101265	24101700	Transportadores y accesorios
101289	101283	24101706	Trolleys or accessories
101296	101265	24101800	Equipo para muelles
101305	101265	24101900	Equipo para manejo de bidones
101310	101265	24102000	Disposición en estantes y almacenamiento
101313	101323	24112700	Pallets
101316	101265	24102100	Equipo y suministros para almacenaje
101317	101316	24102101	Equipo para manejo de carga
101318	101316	24102102	Carrusel para almacenaje
101319	101316	24102103	Máquinas de hacer envases para almacenes
101320	101316	24102104	Desembandejadoras
101321	101316	24102105	Embandejadoras
101322	101316	24102106	Equipo para envasado con película retráctil industrial
101323	101264	24110000	Recipientes y almacenamiento
101324	101323	24111500	Bolsas
101325	101324	24111501	Canvas bags
101326	101324	24111502	Paper bags
101327	101324	24111503	Plastic bags
101334	101323	24112500	Cartón ondulado y otros materiales para distribución
101342	101323	24111800	Tanques y cilindros y sus accesorios
101343	101342	24111801	Depósitos
101344	101342	24111802	Tanques o botellas de aire o gas
101345	101342	24111803	Tanques de almacenamiento
101346	101342	24111804	Tanques de calibración
101347	101342	24111805	Depósitos de productos químicos
101348	101342	24111806	Tanques de inmersión
101349	101342	24111807	Tanques de expansión
101350	101342	24111808	Tanques de almacenaje de combustible
101351	101342	24111809	Tanques de transformación
101352	101342	24111810	Tanques de almacenamiento de agua
101355	101323	24112000	Arcones y cestas
101358	101323	24112100	Toneles
101359	101358	24112101	Casks
101366	101323	24112200	Latas y cubos
101370	101377	24122000	Botellas
101372	101370	24122002	Plastic bottles
101373	101370	24122003	Glass bottles
101374	101323	24112400	Cofres
101375	101374	24112401	Tool chest or cabinet
101376	101374	24112402	Armarios para materiales peligrosos
101377	101264	24120000	Materiales de envasado
101378	101377	24121500	Cajas
101380	101378	24121502	Packaging pouches or bags
101383	107523	24141501	Stretch wrap films
101386	107522	24141600	Suministros de acolchados
101394	101377	24121800	Latas para envasado
101404	101264	24130000	Refrigeración industrial
101405	101404	24131500	Refrigeradores industriales
101406	101405	24131501	Combined refrigerator freezers
101407	101405	24131502	Liquid nitrogen refrigerators
101408	101405	24131503	Walk in refrigerators
101409	101405	24131504	Refrigerated containers
101410	101405	24131505	Refrigerated vessels
101411	101405	24131506	Refrigerated tanks
101412	101404	24131600	Congeladores industriales
101413	101412	24131601	Chest freezers
101414	101412	24131602	Upright cabinet freezer
101415	101412	24131603	Low temperature freezers
101416	101412	24131604	Freeze drying equipment
101417	101412	24131605	Walk in freezers
101425	101404	24131900	Máquinas de hacer el hielo
101428	103	25000000	Vehículos Comerciales
101429	101428	25100000	Vehículos de motor
101430	101429	25101500	Turismos
101431	101430	25101501	Minibuses
101432	101430	25101502	Autobuses
101433	101430	25101503	Automóviles
101434	101430	25101504	Rancheras
101435	101430	25101505	Mini-furgonetas o furgonetas
101436	101430	25101506	Limosinas
101437	101430	25101507	Camiones ligeros o vehículos de deporte de utilidad
101438	101429	25101600	Vehículos de transporte de productos y materiales
101439	101438	25101601	Camiones volquete
101440	101438	25101602	Camiones de remolque
101442	101438	25101604	Camiones de reparto
101447	101438	25101609	Camiones de manipulación de cieno y aguas residuales
101448	101429	25101700	Vehículos de protección y salvamento
101450	101448	25101702	Vehículos de policía
101451	101448	25101703	Ambulancias
101452	101429	25101800	Bicicletas de motor
101453	101452	25101801	Motocicletas
101454	101452	25101802	Escuters o motos pequeñas
101455	101452	25101803	Velomotores
101456	101429	25101900	Vehículos especializados o de recreo
101457	101456	25101901	Tractores agrícolas
101458	101456	25101902	Casas motorizadas
101459	101456	25101903	Trineos motorizados o motos de nieve
101460	101456	25101904	Coches de golf
101461	101429	25102000	Vehículos de guerra
101462	101461	25102001	Tanques
101463	101461	25102002	Carros de combate acorazados
101464	101461	25102003	Artillería motorizada
101465	101428	25110000	Transporte marítimo
101466	101465	25111500	Embarcaciones marítimas comerciales
101467	101466	25111501	Trawlers
101468	101466	25111502	Pesqueros
101469	101466	25111503	Buques de carga o de contenedores
101470	101466	25111504	Dredging craft
101471	101466	25111505	Tankers
101472	101466	25111506	Tug boats
101473	101466	25111507	Lanchas
101474	101466	25111508	Transbordadores de pasajeros o vehículos
101475	101466	25111509	Cruise ships
101476	101466	25111510	Buques de salvamento
101477	101465	25111600	Embarcaciones de seguridad y salvamento
101478	101477	25111601	Botes y balsas salvavidas
101479	101477	25111602	Embarcaciones para extinción de incendios
101480	101477	25111603	Buques y embarcaciones de salvamento
101481	101465	25111700	Embarcaciones militares
101503	101465	25111800	Embarcaciones de recreo
101504	101503	25111801	Recreational sailboats
101505	101503	25111802	Recreational motorboats
101506	101503	25111803	Recreational rowboats
101507	101503	25111804	Canoes or kayaks
101508	101503	25111805	Personal motorized watercraft
101509	101503	25111806	Rafts
101510	101428	25120000	Maquinaria y equipo para ferrocarril y tranvías
101511	101510	25121500	Locomotives and electric trolleys
101512	101511	25121501	Diesel freight locomotives
101525	101428	25130000	Aeronaves
101526	101525	25131500	Aeronave de alas fijas motorizada
101530	101526	25131504	Avión de hélices de viajeros comercial
101531	101526	25131505	Aeronave a reacción de carga
101532	101526	25131506	Aviones comerciales a reacción de viajeros
101533	101526	25131507	Avión de hélices privado o de negocios
101534	101526	25131508	Avión a reacción privado o de negocios
101535	101525	25131600	Aeronave de alas giratorias civil y comercial
101536	101535	25131601	Helicópteros para el transporte de viajeros
101537	101535	25131602	Helicópteros para el transporte de cargo
101539	101535	25131604	Helicópteros médicos o de rescate
101540	101525	25131700	Aeronave de ala fija militar
101545	101540	25131705	Target or reconnaissance drones
101547	101540	25131707	Reconnaissance or surveillance aircraft
101549	101540	25131709	Avión de transporte militar
101550	101525	25131800	Specialty aircraft
101552	101525	25131900	Military rotary wing aircraft
101553	101552	25131902	Military transport helicopters
101600	110726	25201702	Flight data recorders
101606	110726	25201701	Aircraft communication systems
101611	110734	25201901	Aircraft fire control or extinguishing systems
101616	110733	25201801	Flight computer systems
101617	107553	25191500	Sistemas y equipo de apoyo para transporte aéreo
101618	101617	25191501	Ground support training systems
101619	101617	25191502	Ground support test or maintenance systems
101620	101617	25191503	Integrated maintenance information systems
101622	101617	25191504	Aircraft flight simulators or trainers
101623	101617	25191505	Aircraft cargo handling equipment
101624	101617	25191506	Aircraft refueling equipment
101625	101617	25191507	Aircraft deicing equipment
101626	101617	25191508	Jetways
101627	101617	25191509	Aircraft pushback or tow tractors
101628	101617	25191510	Ground power units for aircraft
101629	101617	25191511	Lavatory service equipment for aircraft
101630	101617	25191512	Airstairs or stair trucks
101631	101428	25150000	Cosmonaves
101645	101631	25151700	Satellites
101646	101645	25151701	Communication satellites
101655	101428	25160000	Bicicletas no motorizadas
101656	101655	25161500	Vehículos a pedal
101661	101656	25161505	Bicicletas de montaña
101662	101656	25161506	Bicicletas de carreras
101663	101656	25161507	Bicicletas
101666	101428	25170000	Componentes y sistemas de transporte
101667	101666	25171500	Limpiaparabrisas
101672	101666	25171600	Sistemas de descarchado y antiniebla
101676	101666	25171700	Sistemas de frenado y componentes
101678	101676	25171702	Automotive braking systems
101680	107544	25181600	Chasis para automoción
101681	101680	25181601	Automobile chassis
101684	101666	25171900	Ruedas y acabados
101685	101684	25171901	Automobile rims or wheels
101689	101666	25172000	Componentes de sistema de suspensión
101695	101666	25172100	Componentes y sistemas de seguridad de vehículo
101697	110747	25202301	Aircraft lapbelts
101700	101666	25172200	Puertas para vehículos
101705	101666	25172300	Ventanas y parabrisas para vehículos
101710	101666	25172400	Depósitos y sistemas de combustible
101714	101666	25172500	Neumáticos y cámaras de neumáticos
101716	101714	25172502	Automobile tire tubes
101717	101714	25172503	Heavy truck tires
101718	101714	25172504	Automobile or light truck tires
101719	101666	25172600	Acabados y revestimientos exterior para vehículos
101722	101666	25172700	Sistemas de control medioambiental
101726	101666	25172800	Sistemas y componentes hidráulicos
101730	101666	25172900	Iluminación exterior para vehículos
101735	101666	25173000	Iluminación interior para vehículos
101741	101	26000000	Maquinaria y Accesorios para Generación y Distribución de Energía
101742	101741	26100000	Fuentes de energía
101743	101742	26101500	Motores
101744	101743	26101501	Motores hidráulicos
101745	101743	26101502	Motores neumáticos
101746	101743	26101503	Motores de gas
101747	101743	26101504	Motores diesel
101748	101743	26101505	Máquinas de vapor de agua
101749	101743	26101506	Motores de turbina
101750	101743	26101507	Motores de turbina de combustión con hélice entubada
101751	101743	26101508	Motores térmicos
101752	101743	26101509	Motores hidroeléctricos
101754	101743	26101511	Motores de turbina hidráulica
101755	101742	26101300	Non electric motors
101757	101742	26101100	Electric alternating current AC motors
101758	101742	26101200	Electric direct current DC motors
101768	101741	26110000	Transmisión de baterías
101769	101768	26111500	Transmisión de energía cinética
101776	101768	26111900	Embragues
101783	101768	26111600	Grupos electrógenos
101784	101783	26111601	Generadores diesel
101785	101783	26111602	Generadores hidroeléctricos
101786	101783	26111603	Aerogeneradores
101787	101783	26111604	Generadores de gas
101788	101783	26111605	Generadores térmicos
101789	101783	26111606	Generadores hidráulicos
101790	101783	26111607	Generadores solares
101791	101768	26111700	Baterías
101792	101791	26111701	Baterías recargables
101793	101791	26111702	Pilas alcalinas
101794	101791	26111703	Baterías para vehículos
101795	101791	26111704	Cargadores de baterías
101796	101791	26111705	Pilas secas
101797	101791	26111706	Pilas electrónicas
101798	101791	26111707	Baterías de plomo-ácido
101799	101791	26111708	Baterías de ferroníquel
101800	101791	26111709	Nickel cadmium batteries
101801	101791	26111710	Product specific battery packs
101802	101791	26111711	Lithium batteries
101803	101741	26120000	Alambres
101804	101803	26121500	Alambre eléctrico
101820	101842	26121609	Network cable
101842	101803	26121600	Cables eléctricos y accesorios
101843	101803	26121700	Cableado preformado
101844	101741	26130000	Generación de energía
101845	101844	26131500	Centrales eléctricas
101846	101845	26131501	Centrales eléctricas de diesel
101847	101845	26131502	Centrales eléctricas geotérmicas
101848	101845	26131503	Centrales hidroeléctricas
101849	101845	26131504	Centrales de gas
101850	101845	26131505	Centrales propulsora marina
101851	101845	26131506	Centrales de energía petrolífera
101852	101845	26131507	Centrales elioeléctricas
101853	101845	26131508	Centrales termoeléctricas
101854	101845	26131509	Central energética eólica
101855	101845	26131510	Central térmica
101856	101741	26140000	Maquinaria y equipo para energía atómica o nuclear
101883	101856	26141600	Equipo para conjunto subcrítico
101887	101856	26141700	Equipo para dosimetría
101892	101856	26141800	Aparatos para recintos radiactivos
101903	101856	26141900	Instrumentos nucleónicos industriales
101914	101856	26142000	Equipo de irradiación
101922	101856	26142100	Equipos para reactores nucleares
101944	101856	26142200	Equipo para combustible nuclear
